Ensembl_ID	PD1-001	PD1-003	PD1-004	PD1-005	PD1-011	PD1-017	PD1-019	PD1-020	PD1-027
ENSG00000259109	0	0	0	0	0	0	0	0	0
ENSG00000259110	0	0	0	0	0	0	0	0	0
ENSG00000259111	0	0	0	0	0	0	0	0	0
ENSG00000259112	9.27	71.65	23.19	10.57	96.14	80.8	108.21	16.5	67.15
ENSG00000259113	0	20	19	2	61.64	8	9	21	19
ENSG00000259115	0	0	0	0	0	0	0	0	0
ENSG00000259116	0	0	0	0	0	0	0	0	0
ENSG00000259117	0	0	0	0	0	0	0	0	0
ENSG00000259118	0	11.51	3.1	1.14	28.52	7.46	9.4	12.46	2.69
ENSG00000259119	0	0	0	0	0	0	0	0	0
ENSG00000259120	12	43	22	46	99	79	37	40	38
ENSG00000259121	0	0	0	0	0	0	0	0	0
ENSG00000259122	0	0	0	0	0	0	0	0	0
ENSG00000259123	0	0	0	0	0	0	0	0	0
ENSG00000259124	0	0	0	0	0	0	0	0	0
ENSG00000259125	2.01	2.01	11.05	7.09	15.32	1.01	6	12.06	3.01
ENSG00000259126	0	0	0	0	0	0	0	0	0
ENSG00000259129	0	0	0	0	0	0	0	0	0
ENSG00000259130	0	0	0	0	0	0	0	0	0
ENSG00000259132	75.42	53.6	18.62	40.75	35.12	101.4	16.01	0	136.18
ENSG00000259133	0	0	0	0	0	0	0	0	0
ENSG00000259134	0	0	0	0	0	0	0	0	0
ENSG00000259135	0	0	0	0	0	0	0	0	0
ENSG00000259136	0	0	0	0	0	0	11.34	0	0
ENSG00000259137	0	2.01	0	0	6.11	0	26	0	1
ENSG00000259138	0	0	0	0	0	0	0	0	0
ENSG00000259140	0	0	0	0	0	0	0	0	0
ENSG00000259142	0	0	0	0	0	0	0	0	0
ENSG00000259143	0	0	0	0	0	0	0	0	0
ENSG00000259144	0	1	0	3	4.07	1	183	1	0
ENSG00000259146	0	0	0	0	0	0	0	0	0
ENSG00000259148	0	0	0	0	0	0	0	0	0
ENSG00000259149	0	0	0	0	0	0	0	0	0
ENSG00000259150	0	0	0	0	0	0	0	0	0
ENSG00000259151	1	0	0	0	1	0	10	0	1
ENSG00000259152	0	0	0	0	0	0	0	0	0
ENSG00000259153	0	0	0	0	0	0	0	0	0
ENSG00000259154	0	0	0	0	0	0	0	0	0
ENSG00000259155	4	7	2	0	21.07	3	23	0	2
ENSG00000259156	0	1.01	0	2.2	1.01	0	33.06	1	0
ENSG00000259157	0	0	0	0	0	0	0	0	0
ENSG00000259158	0	0	0	0	0	0	0	0	0
ENSG00000259160	0	0	0	0	0	0	0	0	0
ENSG00000259161	0	0	0	0	0	0	0	0	0
ENSG00000259162	0	0	0	0	0	0	0	0	0
ENSG00000259163	0	0	0	0	0	0	0	0	0
ENSG00000259164	0.86	0	2.37	0	0	0.39	0	0	0.6
ENSG00000259165	0	13	4	0	118.26	2	37	6	6
ENSG00000259166	0	0	0	0	0	0	0	0	0
ENSG00000259167	0	0	0	0	0	0	0	0	0
ENSG00000259168	0	0	0	0	0	0	0	0	0
ENSG00000259169	0	0	0	0	0	0	0	0	0
ENSG00000259170	0	0	0	0	0	0	0	0	0
ENSG00000259171	0	22.28	8.17	2.79	42.55	36.16	0	23.23	5.84
ENSG00000259172	5.55	23.55	9.23	1.07	2.05	7.9	23	15.52	9.43
ENSG00000259173	0	0	0	0	0	0	0	0	0
ENSG00000259175	1	0	8	14	5	7	13	0	3
ENSG00000259176	1.86	0	0	0	0	1.2	0	0	0
ENSG00000259177	0	0	0	0	0	0	0	0	0
ENSG00000259178	0	0	0	0	0	0	0	0	0
ENSG00000259179	0	0	0	0	0	0	7	0	0
ENSG00000259180	0	0	0	0	12.13	0	11.76	0	0
ENSG00000259181	0	0	0	0	0	0	0	0	0
ENSG00000259182	0	0	0	0	0	0	0	0	0
ENSG00000259183	0	0	0	0	0	0	0	0	0
ENSG00000259185	0	0	0	0	0	0	0	0	0
ENSG00000259186	0	0	0	0	0	0	0	0	0
ENSG00000259187	0	0	0	0	0	0	0	0	0
ENSG00000259188	0	0	0	0	0	0	0	0	0
ENSG00000259191	1	3	1	1	7	7	32	2	0
ENSG00000259192	0	0	0	0	1	0	0	0	0
ENSG00000259194	0	0	0	0	0	0	0	0	0
ENSG00000259195	0	0	0	0	0	0	0	0	0
ENSG00000259196	0	0	0	0	0	0	0	0	0
ENSG00000259198	0	0	0	0	0	0	1.15	1	0
ENSG00000259199	0	0	0	0	0	0	0	0	0
ENSG00000259200	0	0	0	0	0	0	0	0	0
ENSG00000259201	0	0	2.01	1.01	4.06	2.02	3.45	1	0
ENSG00000259202	0	0	0	0	0	0	0	0	0
ENSG00000259203	0	0	0	2	0	0	0	0	0
ENSG00000259204	0	0	0	0	0	0	0	0	0
ENSG00000259205	2	1	1	0	1.5	0	12	2	2
ENSG00000259207	20.43	327.35	84.81	61.5	545.53	96.25	55.45	135.04	149.04
ENSG00000259208	0	0	0	0	0	0	7	0	0
ENSG00000259209	0	0	0	0	0	0	0	0	0
ENSG00000259211	0	5	2	9	19.28	8	6.46	1.11	3.27
ENSG00000259212	0	0	0	0	0	0	0	0	0
ENSG00000259213	0	0	0	0	0	0	0	0	0
ENSG00000259214	0	0	0	0	0	0	0	0	0
ENSG00000259215	0	0	0	0	0	0	0	0	0
ENSG00000259216	1	4	4	0	20	15	13	7	3
ENSG00000259217	0	0	0	0	0	0	0	0	0
ENSG00000259218	0	0	0	0	0	0	0	0	0
ENSG00000259219	0	0	0	0	0	0	1	0	0
ENSG00000259221	0	0	0	0	0	0	0	0	0
ENSG00000259222	0	0	0	0	0	0	0	0	0
ENSG00000259223	0	0	0	0	0	0	0	0	0
ENSG00000259224	91.1	338.23	281.57	155.34	1079.03	476.31	851.31	594.6	381.54
ENSG00000259225	0	0	0	0	0	0	0	0	0
ENSG00000259227	0	0	0	0	0	0	0	0	0
ENSG00000259228	1	0	1	1	8	1	22	2	0
ENSG00000259229	0	0	0	0	0	0	2	0	0
ENSG00000259230	0	0	0	0	0	0	0	0	0
ENSG00000259231	0	0	0	0	0	0	0	0	0
ENSG00000259232	2	15	14	20	25	17	29	22	23
ENSG00000259234	0	0	0	0	0	0	0	0	0
ENSG00000259235	0	0	0	0	0	0	0	0	0
ENSG00000259236	0	0	1	0	1.63	0	11.45	0	0
ENSG00000259237	0	0	0	0	0	0	0	0	0
ENSG00000259238	28.57	1.36	8.6	2.94	15.67	2.9	59.86	13.23	40.99
ENSG00000259239	0	0	0	0	0	0	0	0	0
ENSG00000259240	0	0	0	0	0	0	0	0	0
ENSG00000259241	0	0	0	0	0	0	0	0	0
ENSG00000259242	0	0	0	0	0	0	0	0	0
ENSG00000259244	0	23.59	16.35	7.77	94.15	29.9	3.04	14.51	42.32
ENSG00000259245	0	0	0	0	0	0	0	0	0
ENSG00000259246	0	0	0	0	0	0	3	0	0
ENSG00000259247	0	0	0	0	0	0	0	0	0
ENSG00000259248	88.15	119.29	95.52	84.53	161.39	67.07	108.93	233.11	120.56
ENSG00000259250	0	0	0	0	0	0	0	0	0
ENSG00000259251	0	0	0	0	0	0	0	0	0
ENSG00000259252	0	0	0	0	0	0	0	0	0
ENSG00000259254	0	0	0	0	0	0	0	0	0
ENSG00000259255	0	0	0	0	0	0	0	0	0
ENSG00000259256	0	0	0	0	0	0	0	0	0
ENSG00000259257	0	0	0	0	0	0	0	0	0
ENSG00000259258	0	0	0	0	0	0	0	0	0
ENSG00000259259	0	1	0	0	0	0	14	0	0
ENSG00000259261	0	0	0	0	0	0	0	0	0
ENSG00000259262	0	0	0	0	0	0	0	0	0
ENSG00000259264	220.51	5	18.26	0	183.76	0	167.65	24	219.77
ENSG00000259265	0	0	0	0	0	0	0	0	0
ENSG00000259266	0	0	0	0	0	0	0	0	0
ENSG00000259267	0	0	0	0	0	0	0	0	0
ENSG00000259268	0	0	0	0	0	0	0	0	0
ENSG00000259269	0	0	0	0	0	0	0	0	0
ENSG00000259270	0	0	0	0	0	0	0	0	0
ENSG00000259271	1	2.75	0	0	3.1	0	23.64	22.34	1
ENSG00000259273	0	0	0	0	0	0	36	0	0
ENSG00000259274	0	0	0	0	0	0	0	0	0
ENSG00000259275	0	0	0	0	0	0	0	0	0
ENSG00000259276	0	0	0	0	0	0	0	0	0
ENSG00000259277	0	0	0	0	0	0	0	0	0
ENSG00000259278	0	0	0	0	0	0	0	0	0
ENSG00000259279	40.15	5.27	1.56	12.26	12.17	0	1.88	1.32	0
ENSG00000259280	0	0	0	0	0	0	0	0	0
ENSG00000259281	0	0	0	0	0	0	0	0	0
ENSG00000259282	0	0	0	0	0	0	0	0	0
ENSG00000259283	0	0	0	0	0	0	0	0	0
ENSG00000259284	0	0	0	0	0	0	0	0	0
ENSG00000259285	1	0	0	0	2.28	4.9	34.69	0	1.17
ENSG00000259286	2	0	1	0	1	3	18	0	3
ENSG00000259287	0	0	0	0	0	0	0	0	0
ENSG00000259288	418.08	854.64	68.61	24.63	151.93	385.47	165.34	372.27	1216.17
ENSG00000259289	0	0	0	0	0	0	0	0	0
ENSG00000259290	0	0	0	0	0	0	0	0	0
ENSG00000259291	1	0	0	0	0	0	0	1	0
ENSG00000259293	0	0	0	0	0	0	0	0	0
ENSG00000259294	0	0	0	1	0	0	0	0	0
ENSG00000259295	36.33	17.59	4.54	12.07	128.83	155.66	249.17	41.28	19.45
ENSG00000259296	0	0	0	0	0	0	0	0	0
ENSG00000259298	4.06	26.58	22	33	157.91	18.6	28	31.91	14.71
ENSG00000259299	0	5	2	2.01	7.03	3	48	1	2
ENSG00000259300	0	0	0	0	0	0	4	0	1
ENSG00000259301	0	0	0	0	0	0	0	0	0
ENSG00000259302	0	0	0	0	0	0	0	0	0
ENSG00000259303	0	0	0	0	0	0	0	0	0
ENSG00000259304	0	0	0	0	0	0	3	0	0
ENSG00000259305	19.98	752.76	316	174.25	869.73	369.87	157.83	264.76	208.84
ENSG00000259306	0	0	0	0	0	0	0	0	0
ENSG00000259307	0	0	0	0	0	0	0	0	0
ENSG00000259308	2	8	11	11	48.56	5	41.08	21	6
ENSG00000259309	0	0	0	0	0	0	0	0	0
ENSG00000259312	0	0	0	0	0	0	0	0	0
ENSG00000259314	5.03	4	18	7	26	11	12	8	6
ENSG00000259315	0	0	0	0	0	0	0	0	0
ENSG00000259316	90.22	235.45	278.4	298.2	323.63	560.06	67.66	200.45	502.27
ENSG00000259317	0	0	0	0	0	0	0	0	0
ENSG00000259318	0	0	0	0	6	0	4	0	0
ENSG00000259319	0	0	0	1	0	0	0	0	0
ENSG00000259320	0	0	0	0	0	0	0	0	0
ENSG00000259321	0	0	0	0	1.01	0	0	0	0
ENSG00000259322	0	0	0	0	0	0	1.55	0	0
ENSG00000259324	0	0	0	0	0	0	0	0	0
ENSG00000259326	1	8	11	6	21.38	7	3	27	13
ENSG00000259327	0	0	0	0	0	0	0	1	0
ENSG00000259330	0	0	0	0	0	0	0	0	0
ENSG00000259331	0	0	0	0	0	0	0	0	0
ENSG00000259332	139.75	415.01	255.32	444.67	1205.36	763.54	30.47	273.7	162.44
ENSG00000259333	0	0	0	0	0	0	0	0	0
ENSG00000259334	0	0	0	0	0	0	0	0	0
ENSG00000259335	0	0	0	0	2	0	0	0	0
ENSG00000259336	0	0	0	0	0	0	0	0	0
ENSG00000259337	0	0	0	0	0	0	0	0	0
ENSG00000259338	0	0	0	0	0	0	4	0	0
ENSG00000259339	0	15	11	36	126.03	0	48	33	1
ENSG00000259340	0	0	0	0	0	0	0	0	0
ENSG00000259341	0	0	0	0	0	0	0	0	0
ENSG00000259342	0	0	0	0	0	0	0	5	0
ENSG00000259343	2	32.62	44.02	13.44	51.96	11.88	15.52	8	26.62
ENSG00000259345	0	0	0	0	0	0	0	0	0
ENSG00000259346	0	0	0	0	0	0	0	0	0
ENSG00000259347	0	0	0	0	0	0	0	0	0
ENSG00000259348	0	0	0	0	0	0	0	0	0
ENSG00000259349	0	0	0	0	0	0	0	0	0
ENSG00000259350	0	0	0	0	0	0	0	0	0
ENSG00000259351	0	0	0	4	8	3	15	6	3
ENSG00000259352	0	0	0	0	0	0	0	0	0
ENSG00000259353	0	0	0	0	0	0	0	0	0
ENSG00000259354	0	0	0	0	0	0	0	0	0
ENSG00000259356	0	0	0	0	0	0	0	0	0
ENSG00000259357	0	0	0	0	0	0	0	0	0
ENSG00000259358	2.79	62.36	10.78	5.95	24	12.91	113.68	25.31	23.91
ENSG00000259359	0	0	0	0	0	0	0	0	0
ENSG00000259360	0	0	0	0	0	0	0	0	0
ENSG00000259361	0	0	0	0	0	0	0	0	0
ENSG00000259362	0	0	0	0	0	0	0	0	0
ENSG00000259363	12.15	169.86	49.53	66.21	53.36	129.53	63.55	41.96	57.26
ENSG00000259364	0	0	0	0	0	0	0	0	0
ENSG00000259365	0	0	0	0	0	0	0	0	0
ENSG00000259366	0	0	0	0	0	0	0	0	0
ENSG00000259367	5.23	8.53	50.11	23.48	320.11	15.09	9.85	31.13	13.17
ENSG00000259368	2.68	23.58	3.35	0	0	0	46.66	1.28	2.45
ENSG00000259369	0	0	0	0	0	0	0	0	0
ENSG00000259370	5	21.01	22	2	8.03	9.02	67.23	6.01	20.01
ENSG00000259371	0	3.39	4.95	0	0	1.89	0	4.87	0
ENSG00000259372	0	0	0	0	0	0	0	0	0
ENSG00000259374	0	0	0	0	0	0	0	0	0
ENSG00000259375	35.59	0	0	0	0	0	56.27	0	0
ENSG00000259376	0	0	0	0	0	0	0	0	0
ENSG00000259377	0	0	0	0	0	0	0	0	0
ENSG00000259378	2	0	1	0	28	1	11	2	0
ENSG00000259379	0	0	0	0	0	0	0	0	0
ENSG00000259380	0	0	0	0	0	1	0	0	0
ENSG00000259381	2	17	5	6	30	9	11	25	21
ENSG00000259383	0	0	0	0	0	0	0	0	0
ENSG00000259384	2	1	4	5	3	2	186	1	0
ENSG00000259385	0	6.76	1	0	2	1	20.75	1	1
ENSG00000259388	0	3.09	2.08	1.05	8.96	1.03	212.43	1.04	0
ENSG00000259389	0	0	0	0	0	0	0	0	0
ENSG00000259390	0	0	0	0	0	0	0	0	0
ENSG00000259392	0	0	0	0	0	0	0	0	0
ENSG00000259393	0	0	0	0	0	0	0	0	0
ENSG00000259394	5.03	2	0	10.01	0	0	120.76	4	0
ENSG00000259395	0	0	0	0	0	0	0	0	0
ENSG00000259396	0	0	0	0	0	0	0	0	0
ENSG00000259397	1	13	2	3	17.12	9	91	24	13.01
ENSG00000259398	0	0	0	0	0	0	0	0	0
ENSG00000259399	247.9	1104.9	606.33	433.08	1436.4	1427.83	63.38	382.26	452.97
ENSG00000259402	0	0	0	0	0	0	0	0	0
ENSG00000259403	0	0	0	0	0	0	0	0	0
ENSG00000259404	5.66	12.65	45	126.87	36.87	104.22	35.11	10.66	300.68
ENSG00000259405	0	0	0	0	0	0	0	0	0
ENSG00000259407	8.78	15.88	11.06	7.14	27.01	12.9	18.83	10.12	13.95
ENSG00000259408	0	1	2	0	14	2	0	5	6
ENSG00000259409	0	0	0	0	0	0	0	0	0
ENSG00000259410	0	0	0	0	4	0	5	0	0
ENSG00000259411	1	6	2	1	47.16	3	61.39	8	4
ENSG00000259413	0	0	0	0	0	0	0	0	0
ENSG00000259414	18.22	4.78	2.36	8.04	0	4.68	9	14.74	13.18
ENSG00000259415	0	0	0	0	0	0	0	0	0
ENSG00000259416	0	0	0	0	0	0	0	0	0
ENSG00000259417	0	0	0	0	0	0	0	0	0
ENSG00000259418	0	0	0	0	0	0	0	0	0
ENSG00000259419	0	0	3	1.01	4.06	0	64.08	1.01	0
ENSG00000259420	0	0	0	0	0	0	0	0	0
ENSG00000259421	0	0	1	3	11	1	18	0	0
ENSG00000259422	2.02	3.02	2	2	1	0	30.36	12.05	1
ENSG00000259423	0	0	0	0	0	0	0	0	0
ENSG00000259424	0	0	0	0	0	0	0	0	0
ENSG00000259425	0	1	0	0	1	1	47	0	0
ENSG00000259426	3.17	15.04	6.06	9	36.8	22.04	59.53	3	13.03
ENSG00000259427	0	0	0	0	0	0	0	0	0
ENSG00000259428	0	0	0	0	0	0	7	0	0
ENSG00000259429	1	0	0	0	4.02	0	1	0	1
ENSG00000259430	0	0	0	0	0	0	0	0	0
ENSG00000259431	723.07	1123.09	2053.84	969.33	2881.04	1024.52	148.32	1215.36	907.23
ENSG00000259432	0	0	0	0	0	0	0	0	0
ENSG00000259433	0	0	0	0	0	0	0	0	0
ENSG00000259434	0	0	0	0	0	0	0	0	0
ENSG00000259435	0	11.47	0	4	9.26	12.02	117.52	1	0
ENSG00000259436	0	0	0	0	0	0	0	0	0
ENSG00000259437	0	0	0	0	0	0	0	0	0
ENSG00000259438	0	0	0	0	0	0	0	0	0
ENSG00000259439	0	0	0	0	0	0	0	0	0
ENSG00000259440	0	0	0	0	0	0	0	0	0
ENSG00000259441	0	0	0	0	0	0	0	0	0
ENSG00000259442	0	0	0	0	0	0	0	0	0
ENSG00000259443	0	0	0	0	0	0	0	0	0
ENSG00000259444	0	0	0	0	0	0	0	0	0
ENSG00000259445	0	0	0	0	0	0	0	0	0
ENSG00000259446	0	0	0	0	0	0	0	0	0
ENSG00000259447	0	0	0	0	0	0	0	0	0
ENSG00000259448	0	0	0	0	0	0	0	0	0
ENSG00000259449	0	0	0	0	0	0	4	0	0
ENSG00000259450	0	0	0	0	0	0	0	1	0
ENSG00000259452	0	0	0	0	0	0	0	0	0
ENSG00000259453	0	0	0	0	0	0	0	1	0
ENSG00000259454	0	0	0	0	0	0	16.31	0	0
ENSG00000259456	0	0	0	0	0	0	0	0	0
ENSG00000259457	0	0	0	0	0	0	0	0	0
ENSG00000259458	0	0	0	0	0	0	0	0	0
ENSG00000259459	0	0	0	0	0	0	0	0	0
ENSG00000259460	0	0	0	10	4	0	1	0	0
ENSG00000259461	0	0	0	0	0	0	4	0	0
ENSG00000259462	0	2	0	0	0	0	16.89	0	0
ENSG00000259463	0	0	0	0	0	0	0	0	0
ENSG00000259464	0	0	0	0	0	0	0	0	0
ENSG00000259465	0	0	0	0	0	0	20	0	0
ENSG00000259466	0	0	0	0	1	0	0	0	0
ENSG00000259467	0	0	0	0	0	0	1	0	0
ENSG00000259468	0	0	2.1	4.35	11.69	2.05	5.89	2.04	8.47
ENSG00000259469	0	0	0	0	0	0	0	0	0
ENSG00000259470	2.99	1	6	4	18	17.12	49.01	3	0
ENSG00000259471	0	0	0	0	0	0	0	0	0
ENSG00000259473	0	0	0	0	0	0	0	0	0
ENSG00000259474	0	0	0	0	0	0	0	0	0
ENSG00000259475	0	0	0	0	0	0	0	0	0
ENSG00000259476	0	0	0	0	0	0	0	0	0
ENSG00000259477	0	0	0	0	0	0	0	0	0
ENSG00000259478	0	0	0	0	0	0	0	0	0
ENSG00000259479	31.14	24.25	41.52	97.33	59.37	32.84	71.61	30.98	45
ENSG00000259481	0	0	0	0	0	0	0	0	0
ENSG00000259482	0	0	0	0	0	0	0	0	0
ENSG00000259483	0	0	0	0	0	0	0	0	0
ENSG00000259485	0	0	0	0	0	0	0	0	0
ENSG00000259488	87.91	88.25	60.89	64.84	102.14	212.67	191.6	111.22	329.95
ENSG00000259489	0	0	0	0	0	0	0	0	0
ENSG00000259490	0	0	0	0	0	0	0	0	0
ENSG00000259493	0	0	0	0	2	3	82	0	0
ENSG00000259494	347.8	1024.17	527.8	364.96	767.86	687	171	1004.35	855.59
ENSG00000259495	0	0	2	0	2	0	0	0	0
ENSG00000259496	0	0	0	0	0	0	6	0	0
ENSG00000259498	12.97	17.86	24.8	23.84	74.99	18.4	16.32	42.64	62.08
ENSG00000259499	0	0	0	0	0	0	0	0	0
ENSG00000259500	0	0	0	0	0	0	56	1	0
ENSG00000259502	0	0	0	0	0	0	0	0	0
ENSG00000259503	0	0	0	0	0	0	0	0	0
ENSG00000259504	0	0	0	0	0	0	0	0	0
ENSG00000259505	0	0	0	0	0	0	0	0	0
ENSG00000259507	0	0	0	0	0	0	0	0	0
ENSG00000259508	0	0	0	0	0	0	0	0	0
ENSG00000259509	0	0	0	0	0	0	0	0	0
ENSG00000259511	8.99	94.27	1.16	12.81	45.95	16.39	37.2	5	30.8
ENSG00000259512	2	3	0	1	10	1	33	3	1
ENSG00000259513	0	19	27	23	77.37	10	17	14	8
ENSG00000259514	0	0	1.23	0	2.23	1	58.02	1	13.37
ENSG00000259515	37.73	150.03	44.54	46.01	107.8	165.58	63.61	115.46	85.03
ENSG00000259516	3.36	60.23	22.07	27.63	77.2	38.22	149.9	101.54	52.29
ENSG00000259517	0	0	0	0	0	0	0	0	0
ENSG00000259518	0	0	0	0	0	0	0	0	0
ENSG00000259519	1	10	7.36	7	8.05	1.25	1.24	3.2	5.75
ENSG00000259520	1	0	0	2	4	1	5	0	0.85
ENSG00000259521	2.22	1.01	8.04	2.11	3.15	1.02	7.32	2.01	2.02
ENSG00000259522	134.49	37.97	29.56	37.36	21.67	48.59	10.31	53.19	93.49
ENSG00000259523	0	0	0	0	0	0	0	0	0
ENSG00000259525	0	0	0	0	0	0	0	0	0
ENSG00000259527	0	0	0	0	0	0	0	0	0
ENSG00000259528	0	0	0	0	0	0	0	0	0
ENSG00000259529	0	0	6.11	0	0	9.46	0	3.26	20.95
ENSG00000259530	0	0	0	0	0	0	0	0	0
ENSG00000259531	0	3	3	1	36.26	6	22	7	4
ENSG00000259532	0	0	0	0	0	0	0	0	0
ENSG00000259533	0	0	0	0	0	0	0	0	0
ENSG00000259534	0	0	0	0	0	0	0	0	0
ENSG00000259535	0	0	0	0	0	0	0	0	0
ENSG00000259536	2.11	19.17	101.68	103.39	155.69	26.26	81.41	160.35	26.36
ENSG00000259538	0	0	0	0	0	0	0	0	0
ENSG00000259539	0	0	0	0	0	0	0	0	0
ENSG00000259540	0	0	0	0	0.5	0	0	0	0
ENSG00000259541	0	0	0	0	1	0	0	0	0
ENSG00000259542	0	0	0	0	0	0	0	0	0
ENSG00000259543	0	0	0	0	0	0	0	0	0
ENSG00000259544	0	1.02	6.24	3.27	31.76	7.09	6.35	6.09	3.14
ENSG00000259545	2	0	0	0	6	0	10	0	0
ENSG00000259546	0	1.08	2.15	0	0	1.12	0	1.07	2.17
ENSG00000259547	0	0	0	0	0	0	0	0	0
ENSG00000259548	0	0	0	0	0	0	0	0	0
ENSG00000259550	0	0	0	0	0	0	13	0	0
ENSG00000259551	0	0	0	0	0	0	1	0	0
ENSG00000259553	0	0	9.76	5.5	3.35	0	47.07	0	14.58
ENSG00000259554	0	0	0	0	0	0	0	0	0
ENSG00000259555	1	0	0	0	0	1	0	0	0
ENSG00000259556	0	0	0	0	0	0	1	0	0
ENSG00000259557	0	0	0	0	0	0	0	0	0
ENSG00000259558	0	0	0	0	0	0	7	0	0
ENSG00000259560	0	0	0	0	0	0	0	0	0
ENSG00000259561	0	0	0	0	0	0	0	0	0
ENSG00000259562	0	0	0	0	0	0	0	0	0
ENSG00000259563	0	0	0	0	0	0	0	0	0
ENSG00000259564	0	0	0	0	0	0	0	0	0
ENSG00000259565	0	0	0	0	0	0	31	0	0
ENSG00000259569	0	0	0	0	0	0	0	0	0
ENSG00000259570	0	0	0	0	0	0	1	0	1
ENSG00000259571	0	90	14	9	111	6	31	11	6
ENSG00000259572	0	0	0	0	0	0	0	0	0
ENSG00000259573	0	0	0	0	0	0	3	0	0
ENSG00000259575	0	0	0	0	0	0	2	0	0
ENSG00000259577	99.83	18.69	12.95	15.49	7.3	53.4	42.98	32.52	61.8
ENSG00000259579	0	0	0	0	0	0	0	0	0
ENSG00000259580	0	0	0	0	3.87	0	0	0	0
ENSG00000259581	101.36	55.9	60.16	113.7	231.75	157	209.98	92	162
ENSG00000259582	0	0	0	0	0	0	0	0	0
ENSG00000259583	72.15	93.29	71.99	84.51	240.79	45.23	198.21	117.41	45.15
ENSG00000259584	0	0	0	0	0	0	0	0	0
ENSG00000259585	4	21	6	5	17	7	73	20	24
ENSG00000259586	0	0	0	0	0	0	0	0	0
ENSG00000259587	0	0	0	0	0	0	0	0	0
ENSG00000259588	0	0	0	0	0	0	0	0	0
ENSG00000259589	4.73	12.16	21.73	22.96	137.37	31.17	22.15	29.79	24.1
ENSG00000259590	0	0	0	0	0	0	0	0	0
ENSG00000259591	0	0	0	0	0	0	0	0	0
ENSG00000259592	5	14	7	2	31.96	13	21.41	16	21
ENSG00000259593	0	0	0	0	0	0	0	0	0
ENSG00000259594	0	0	0	0	0	0	0	0	0
ENSG00000259595	0	2.02	1.01	3.05	10.21	0	1	0	1.01
ENSG00000259598	0	0	0	0	0	0	0	0	0
ENSG00000259600	0	0	0	0	0	0	0	0	0
ENSG00000259601	0	0	0	0	0	0	26	0	0
ENSG00000259602	0	0	0	0	0	0	0	0	0
ENSG00000259603	54.31	0	0	38.63	1.12	0	0	0	2.9
ENSG00000259604	0	0	0	0	0	0	0	0	0
ENSG00000259605	0	0	0	1.72	0	0	0	0	0
ENSG00000259607	0	0	0	0	0	0	0	0	0
ENSG00000259608	0	0	0	0	0	0	0	0	0
ENSG00000259609	0	17.33	2.02	1.07	6.5	9	101.85	5.94	24
ENSG00000259610	0	0	0	0	0	0	0	0	0
ENSG00000259611	0	0	0	0	0	0	0	0	0
ENSG00000259612	18.7	9	4	10	69.97	0	75.22	14.06	6
ENSG00000259614	0	0	0	0	5	0	35	0	0
ENSG00000259615	0	0	0	0	0	0	0	0	0
ENSG00000259616	0	0	0	0	0	0	0	0	0
ENSG00000259617	0	0	0	0	0	0	0	0	0
ENSG00000259618	0	0	0	0	2.4	0	0	0	0
ENSG00000259619	0	0	0	0	0	0	6	0	0
ENSG00000259620	0	0	0	0	0	0	0	0	0
ENSG00000259621	0	0	0	0	0	0	0	0	0
ENSG00000259622	0	0	0	0	0	0	5.18	0	0
ENSG00000259623	1	1	0	0	0	0	0	0	0
ENSG00000259624	0	0	0	0	0	0	0	0	0
ENSG00000259626	0	0	0	0	0	0	0	0	0
ENSG00000259627	0	0	0	0	0	0	0	0	0
ENSG00000259628	5.78	11.4	24.44	17.77	15.36	58.48	7.43	13.41	15.49
ENSG00000259630	4.12	20.02	10	11.13	63.33	28	27.24	14.12	16
ENSG00000259631	0	0	0	0	0	0	0	0	0
ENSG00000259632	0	0	0	0	7	0	26	0	0
ENSG00000259633	0	0	0	0	0	0	0	0	0
ENSG00000259635	1	0	0	0	0	0	0	0	0
ENSG00000259636	0	0	0	0	0	0	0	0	0
ENSG00000259637	0	0	0	0	0	0	0	0	0
ENSG00000259639	0	0	0	0	0	0	0	0	0
ENSG00000259641	0	0	0	0	0	0	0	0	0
ENSG00000259642	9	6	8	22	39.09	27	9.82	8	51
ENSG00000259644	0	0	0	0	0	0	0	0	0
ENSG00000259645	0	0	0	0	0	0	0	0	0
ENSG00000259646	0	0	0	0	0	0	0	0	0
ENSG00000259647	0	0	0	0	0	0	0	0	0
ENSG00000259648	0	0	0	0	0	0	2	0	0
ENSG00000259649	0	0	0	0	0	0	0	0	0
ENSG00000259650	0	0	0	0	0	0	0	0	0
ENSG00000259651	0	0	0	0	0	0	0	0	0
ENSG00000259652	0	0	0	0	0	0	0	0	0
ENSG00000259654	0	0	0	0	0	0	0	0	0
ENSG00000259655	0	1	0	0	3	0	6.42	0	0
ENSG00000259656	0	0	0	0	0	0	0	0	0
ENSG00000259657	16	31.26	48.57	42.43	145.07	53	49.95	56.22	67.23
ENSG00000259658	21.85	134.14	63.47	23.79	248.64	119.47	101.45	19.04	31.74
ENSG00000259659	0	0	0	0	0	0	0	0	0
ENSG00000259660	0	1	0	0	8.43	3	42.79	0	0
ENSG00000259661	0	0	0	0	0	0	0	0	0
ENSG00000259663	0	0	0	0	0	0	0	0	0
ENSG00000259664	0	0	0	0	0	0	0	0	0
ENSG00000259665	0	9	1	0	8	10	9	7	3
ENSG00000259666	0	0	0	0	0	0	0	0	0
